x,y,Potential,Electrons,Holes
0.7582317564101431,0.1,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7582317564101431,0.15000000000000002,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7582317564101431,0.2,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7582317564101431,0.25,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7582317564101431,0.3,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7582317564101431,0.35,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7582317564101431,0.39999999999999997,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7582317564101431,0.44999999999999996,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7582317564101431,0.5,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7775961298885211,0.0,-0.35764323589921576,9999.999999990003,1.000000000001e+16
0.7775961298885211,0.05,-0.35764323589921576,9999.999999990003,1.000000000001e+16
0.7775961298885211,0.1,-0.35764323589921576,9999.999999990003,1.000000000001e+16
0.7775961298885211,0.15000000000000002,-0.35764323589921576,9999.999999990003,1.000000000001e+16
0.7775961298885211,0.2,-0.35764323589921576,9999.999999990003,1.000000000001e+16
0.7775961298885211,0.25,-0.35764323589921576,9999.999999990003,1.000000000001e+16
0.7775961298885211,0.3,-0.35764323589921576,9999.999999990003,1.000000000001e+16
0.7775961298885211,0.35,-0.35764323589921576,9999.999999990003,1.000000000001e+16
0.7775961298885211,0.39999999999999997,-0.35764323589921576,9999.999999990003,1.000000000001e+16
0.7775961298885211,0.44999999999999996,-0.35764323589921576,9999.999999990003,1.000000000001e+16
0.7775961298885211,0.5,-0.35764323589921576,9999.999999990003,1.000000000001e+16
0.7961781044384798,0.0,-0.35764323589921576,9999.999999990014,1.000000000001e+16
0.7961781044384798,0.05,-0.35764323589921576,9999.999999990014,1.000000000001e+16
0.7961781044384798,0.1,-0.35764323589921576,9999.999999990014,1.000000000001e+16
0.7961781044384798,0.15000000000000002,-0.35764323589921576,9999.999999990014,1.000000000001e+16
0.7961781044384798,0.2,-0.35764323589921576,9999.999999990014,1.000000000001e+16
0.7961781044384798,0.25,-0.35764323589921576,9999.999999990014,1.000000000001e+16
0.7961781044384798,0.3,-0.35764323589921576,9999.999999990014,1.000000000001e+16
0.7961781044384798,0.35,-0.35764323589921576,9999.999999990014,1.000000000001e+16
0.7961781044384798,0.39999999999999997,-0.35764323589921576,9999.999999990014,1.000000000001e+16
0.7961781044384798,0.44999999999999996,-0.35764323589921576,9999.999999990014,1.000000000001e+16
0.7961781044384798,0.5,-0.35764323589921576,9999.999999990014,1.000000000001e+16
0.8140092921379352,0.0,-0.35764323589921576,9999.999999990066,1.000000000001e+16
0.8140092921379352,0.05,-0.35764323589921576,9999.999999990066,1.000000000001e+16
0.8140092921379352,0.1,-0.35764323589921576,9999.999999990066,1.000000000001e+16
0.8140092921379352,0.15000000000000002,-0.35764323589921576,9999.999999990066,1.000000000001e+16
0.8140092921379352,0.2,-0.35764323589921576,9999.999999990066,1.000000000001e+16
0.8140092921379352,0.25,-0.35764323589921576,9999.999999990066,1.000000000001e+16
0.8140092921379352,0.3,-0.35764323589921576,9999.999999990066,1.000000000001e+16
0.8140092921379352,0.35,-0.35764323589921576,9999.999999990066,1.000000000001e+16
0.8140092921379352,0.39999999999999997,-0.35764323589921576,9999.999999990066,1.000000000001e+16
0.8140092921379352,0.44999999999999996,-0.35764323589921576,9999.999999990066,1.000000000001e+16
0.8140092921379352,0.5,-0.35764323589921576,9999.999999990066,1.000000000001e+16
0.8311200278091296,0.0,-0.35764323589921576,9999.999999990312,1.000000000001e+16
0.8311200278091296,0.05,-0.35764323589921576,9999.999999990312,1.000000000001e+16
0.8311200278091296,0.1,-0.35764323589921576,9999.999999990312,1.000000000001e+16
0.8311200278091296,0.15000000000000002,-0.35764323589921576,9999.999999990312,1.000000000001e+16
0.8311200278091296,0.2,-0.35764323589921576,9999.999999990312,1.000000000001e+16
0.8311200278091296,0.25,-0.35764323589921576,9999.999999990312,1.000000000001e+16
0.8311200278091296,0.3,-0.35764323589921576,9999.999999990312,1.000000000001e+16
0.8311200278091296,0.35,-0.35764323589921576,9999.999999990312,1.000000000001e+16
0.8311200278091296,0.39999999999999997,-0.35764323589921576,9999.999999990312,1.000000000001e+16
0.8311200278091296,0.44999999999999996,-0.35764323589921576,9999.999999990312,1.000000000001e+16
0.8311200278091296,0.5,-0.35764323589921576,9999.999999990312,1.000000000001e+16
0.8475394206249224,0.0,-0.35764323589921576,9999.999999991376,1.000000000001e+16
0.8475394206249224,0.05,-0.35764323589921576,9999.999999991376,1.000000000001e+16
0.8475394206249224,0.1,-0.35764323589921576,9999.999999991376,1.000000000001e+16
0.8475394206249224,0.15000000000000002,-0.35764323589921576,9999.999999991376,1.000000000001e+16
0.8475394206249224,0.2,-0.35764323589921576,9999.999999991376,1.000000000001e+16
0.8475394206249224,0.25,-0.35764323589921576,9999.999999991376,1.000000000001e+16
0.8475394206249224,0.3,-0.35764323589921576,9999.999999991376,1.000000000001e+16
0.8475394206249224,0.35,-0.35764323589921576,9999.999999991376,1.000000000001e+16
0.8475394206249224,0.39999999999999997,-0.35764323589921576,9999.999999991376,1.000000000001e+16
0.8475394206249224,0.44999999999999996,-0.35764323589921576,9999.999999991376,1.000000000001e+16
0.8475394206249224,0.5,-0.35764323589921576,9999.999999991376,1.000000000001e+16
0.863295403629976,0.0,-0.35764323589921576,9999.999999995764,1.000000000001e+16
